inproceedings:ID,author:string[],booktitle:string,crossref:string[],editor:string[],ee:string[],key:string,number:string,pages:string,title:string,volume:int,year:int,corresponding_author,doi,keywords
239644,Denis Caromel,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67413|https://doi.org/10.1145/67387.67413,journals/sigplan/Caromel89,,102-104,A general model for concurrent and distributed object-oriented programming.,,1988,Denis Caromel,https://doi.org/10.1145/67386.67413|https://doi.org/10.1145/67387.67413,model|data storage|general|objectoriented|distributed|concurrent|programming
239683,Alexander Schill|Lutz Heuser|Max Mühlhäuser,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67416|https://doi.org/10.1145/67387.67416,journals/sigplan/HeuserSM89,,111-113,Extensions to the object paradigm for the development of distributed applications.,,1988,Alexander Schill,https://doi.org/10.1145/67386.67416|https://doi.org/10.1145/67387.67416,extensions|distributed|applications|development|object|paradigm
239695,Becky Will|Chris Tomlinson|Gul Agha|Mark Scheevel|Vineet Singh|Won Kim 0001,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67410|https://doi.org/10.1145/67387.67410,journals/sigplan/TomlinsonKSSWA89,,91-93,Rosette: An object-oriented concurrent systems architecture.,,1988,Becky Will,https://doi.org/10.1145/67386.67410|https://doi.org/10.1145/67387.67410,rosette|architecture|objectoriented|concurrent|data modeling|systems
239697,Bruce Delagi|Nakul P. Saraiya,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67442|https://doi.org/10.1145/67387.67442,journals/sigplan/DelagiS89,,194-196,Elint in Lamina: application of a concurrent object language.,,1988,Bruce Delagi,https://doi.org/10.1145/67386.67442|https://doi.org/10.1145/67387.67442,lamina|application|elint|concurrent|object|language
239829,Robert E. Strom,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323747|https://doi.org/10.1145/323779.323747,journals/sigplan/Strom86,,88-97,A comparison of the object-oriented and process paradigms.,,1986,Robert E. Strom,https://doi.org/10.1145/323648.323747|https://doi.org/10.1145/323779.323747,paradigms|objectoriented|process|comparison
239843,Bruce Martin,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67426|https://doi.org/10.1145/67387.67426,journals/sigplan/Martin89,,142-144,Concurrent programming vs. concurrency control: shared events or shared data.,,1988,Bruce Martin,https://doi.org/10.1145/67386.67426|https://doi.org/10.1145/67387.67426,concurrency|events|vs|data management|concurrent|data|control|programming|shared
239868,Stanley B. Zdonik,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323777|https://doi.org/10.1145/323779.323777,journals/sigplan/Zdonik86a,,191-192,Approaches to change in an object-oriented database (abstract only).,,1986,Stanley B. Zdonik,https://doi.org/10.1145/323648.323777|https://doi.org/10.1145/323779.323777,approaches|data storage|objectoriented|change|abstract|database
239899,David E. Langworthy,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67425|https://doi.org/10.1145/67387.67425,journals/sigplan/Langworthy89,,139-141,Evaluating correctness criteria for transactions.,,1988,David E. Langworthy,https://doi.org/10.1145/67386.67425|https://doi.org/10.1145/67387.67425,data storage|evaluating|correctness|criteria|transactions
239901,Peter de Jong,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67443|https://doi.org/10.1145/67387.67443,journals/sigplan/Jong89,,197-199,"The Ubik configurator: A fusion of messages, daemons, and rules.",,1988,Peter de Jong,https://doi.org/10.1145/67386.67443|https://doi.org/10.1145/67387.67443,configurator|ubik|data storage|rules|daemons|messages|fusion
239914,Maurice Herlihy,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67393|https://doi.org/10.1145/67387.67393,journals/sigplan/Herlihy89,,32-33,Taking concurrency seriously (position paper).,,1988,Maurice Herlihy,https://doi.org/10.1145/67386.67393|https://doi.org/10.1145/67387.67393,concurrency|taking|seriously|paper|position
239935,Ole Madsen,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323766|https://doi.org/10.1145/323779.323766,journals/sigplan/Madsen86a,,186,Block structure and object oriented languages (abstract only).,,1986,Ole Madsen,https://doi.org/10.1145/323648.323766|https://doi.org/10.1145/323779.323766,languages|abstract|block|oriented|data modeling|object|structure
239943,Antonio Corradi|Letizia Leonardi,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67429|https://doi.org/10.1145/67387.67429,journals/sigplan/CorradiL89,,152-155,PO: an object model to express parallelism.,,1988,Antonio Corradi,https://doi.org/10.1145/67386.67429|https://doi.org/10.1145/67387.67429,model|indexing|po|object|parallelism|express
239952,Jean-Pierre Briot,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67403|https://doi.org/10.1145/67387.67403,journals/sigplan/Briot89,,69-72,From objects to actors: study of a limited symbiosis in smalltalk-80.,,1988,Jean-Pierre Briot,https://doi.org/10.1145/67386.67403|https://doi.org/10.1145/67387.67403,limited|study|actors|symbiosis|smalltalk80|data querying|objects
239962,Darlene A. Stewart|Stephen A. MacKay|W. Morven Gentleman,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67447|https://doi.org/10.1145/67387.67447,journals/sigplan/MacKayGS89,,209-211,Harmony as an object-oriented operating system.,,1988,Darlene A. Stewart,https://doi.org/10.1145/67386.67447|https://doi.org/10.1145/67387.67447,objectoriented|harmony|data querying|system|operating
240003,Daniel G. Bobrow|Eric Dean Tribble|Kenneth M. Kahn|Mark S. Miller,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323739|https://doi.org/10.1145/323779.323739,journals/sigplan/KahnTMB86,,29-38,Objects in concurrent logic programming languages.,,1986,Daniel G. Bobrow,https://doi.org/10.1145/323648.323739|https://doi.org/10.1145/323779.323739,languages|concurrent|logic|programming|data querying|objects
240009,Steven P. Reiss,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323770|https://doi.org/10.1145/323779.323770,journals/sigplan/Reiss86a,,188,Working in the garden system (abstract only).,,1986,Steven P. Reiss,https://doi.org/10.1145/323648.323770|https://doi.org/10.1145/323779.323770,garden|working|abstract|system
240028,Changpeng Fan|Lihui Xu|Lujun Shang,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67434|https://doi.org/10.1145/67387.67434,journals/sigplan/LujunCL89,,168-170,Concurrent behaviors.,,1988,Changpeng Fan,https://doi.org/10.1145/67386.67434|https://doi.org/10.1145/67387.67434,concurrent|behaviors|data management
240029,Andrea H. Skarra,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67427|https://doi.org/10.1145/67387.67427,journals/sigplan/Skarra89,,145-147,Concurrency control for cooperating transactions in an object-oriented database.,,1988,Andrea H. Skarra,https://doi.org/10.1145/67386.67427|https://doi.org/10.1145/67387.67427,concurrency|objectoriented|database|control|cooperating|transactions
240035,Carl A. Waldspurger|Charles R. Ball|Theodore W. Leung,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67441|https://doi.org/10.1145/67387.67441,journals/sigplan/BallLW89,,191-193,Analyzing patterns of message passing.,,1988,Carl A. Waldspurger,https://doi.org/10.1145/67386.67441|https://doi.org/10.1145/67387.67441,message|analyzing|patterns|passing
240040,Dominique Decouchant|Marie Meysembourg|Michel Riveill|Sacha Krakowiak|Xavier Rousset de Pina,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67414|https://doi.org/10.1145/67387.67414,journals/sigplan/DecouchantKMRP89,,105-107,A synchronization mechanism for typed objects in a distributed system.,,1988,Dominique Decouchant,https://doi.org/10.1145/67386.67414|https://doi.org/10.1145/67387.67414,mechanism|distributed|data management|typed|synchronization|objects|system
240180,Harold L. Ossher,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323754|https://doi.org/10.1145/323779.323754,journals/sigplan/Ossher86,,143-152,"A mechanism for specifying the structure of large, layered, object-oriented programs.",,1986,Harold L. Ossher,https://doi.org/10.1145/323648.323754|https://doi.org/10.1145/323779.323754,layered|mechanism|objectoriented|programs|structure|data querying|specifying|large
240191,Mario Tokoro|Yutaka Ishikawa,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323772|https://doi.org/10.1145/323779.323772,journals/sigplan/TokoroI86a,,190-191,Orient84/K (abstract only): an object oriented concurrent programming language for knowledge systems.,,1986,Mario Tokoro,https://doi.org/10.1145/323648.323772|https://doi.org/10.1145/323779.323772,language|abstract|knowledge|oriented|concurrent|orient84k|object|programming|systems
240196,Peter de Jong,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323762|https://doi.org/10.1145/323779.323762,journals/sigplan/Jong86a,,184,Compiling objects into actors (abstract only).,,1986,Peter de Jong,https://doi.org/10.1145/323648.323762|https://doi.org/10.1145/323779.323762,abstract|objects|compiling|actors
240197,Chisato Numaoka|Mario Tokoro|Minoru Uehara|Yasuhiko Yokote,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67440|https://doi.org/10.1145/67387.67440|https://www.wikidata.org/entity/Q111096928,journals/sigplan/UeharaNYT89,,187-189,Sarek: a window system interface for object-oriented concurrent programming languages.,,1988,Chisato Numaoka,https://doi.org/10.1145/67386.67440|https://doi.org/10.1145/67387.67440|https://www.wikidata.org/entity/Q111096928,languages|window|objectoriented|concurrent|data modeling|sarek|interface|programming|system
240254,Steven P. Reiss,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323742|https://doi.org/10.1145/323779.323742,journals/sigplan/Reiss86,,49-57,An object-oriented framework for graphical programming (summary paper).,,1986,Steven P. Reiss,https://doi.org/10.1145/323648.323742|https://doi.org/10.1145/323779.323742,graphical|objectoriented|summary|framework|paper|programming
240291,Bernd Hindel,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67417|https://doi.org/10.1145/67387.67417,journals/sigplan/Hindel89,,114-116,An object-oriented programming language for distributed systems: Heraklit.,,1988,Bernd Hindel,https://doi.org/10.1145/67386.67417|https://doi.org/10.1145/67387.67417,heraklit|language|objectoriented|distributed|programming|systems
240304,Bjarne Stroustrup,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323774|https://doi.org/10.1145/323779.323774,journals/sigplan/Stroustrup86a,,189,An overview of C++ (abstract only).,,1986,Bjarne Stroustrup,https://doi.org/10.1145/323648.323774|https://doi.org/10.1145/323779.323774,indexing|c|abstract|overview
240309,Yves Caseau,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67390|https://doi.org/10.1145/67387.67390,journals/sigplan/Caseau89,,22-24,A model for a reflective object-oriented language.,,1988,Yves Caseau,https://doi.org/10.1145/67386.67390|https://doi.org/10.1145/67387.67390,model|objectoriented|indexing|reflective|language
240315,C. Robert Zarnke|Glen Ditchfield|Peter A. Buhr,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67389|https://doi.org/10.1145/67387.67389,journals/sigplan/BuhrDZ89,,18-21,Adding concurrency to a statically type-safe object-oriented programming language.,,1988,C. Robert Zarnke,https://doi.org/10.1145/67386.67389|https://doi.org/10.1145/67387.67389,concurrency|language|objectoriented|adding|data management|typesafe|programming|statically
240337,Peter Wegner,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323776|https://doi.org/10.1145/323779.323776,journals/sigplan/Wegner86a,,191,Classification as a paradigm for computing (abstract only).,,1986,Peter Wegner,https://doi.org/10.1145/323648.323776|https://doi.org/10.1145/323779.323776,computing|paradigm|abstract|classification
240414,Francesco Tisato|Libero Nigro,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67448|https://doi.org/10.1145/67387.67448,journals/sigplan/NigroT89,,212-214,Object-based real-time programming.,,1988,Francesco Tisato,https://doi.org/10.1145/67386.67448|https://doi.org/10.1145/67387.67448,programming|realtime|objectbased|indexing
240437,Brent Hailpern|Van Nguyen,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323745|https://doi.org/10.1145/323779.323745,journals/sigplan/NguyenH86,,78-87,A generalized object model.,,1986,Brent Hailpern,https://doi.org/10.1145/323648.323745|https://doi.org/10.1145/323779.323745,object|generalized|model|data modeling
240448,Ken Kahn,OOPWORK,conf/oopwork/1986,,https://doi.org/10.1145/323648.323765|https://doi.org/10.1145/323779.323765,journals/sigplan/Kahn86,,186,Objects in concurrent logic programming languages (abstract only).,,1986,Ken Kahn,https://doi.org/10.1145/323648.323765|https://doi.org/10.1145/323779.323765,languages|abstract|concurrent|logic|programming|objects
240517,Carl Manning,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67408|https://doi.org/10.1145/67387.67408,journals/sigplan/Manning89,,84-86,"A peek at Acore, an actor core language.",,1988,Carl Manning,https://doi.org/10.1145/67386.67408|https://doi.org/10.1145/67387.67408,acore|core|peek|language|actor
240559,Jeannette M. Wing|Maurice Herlihy,OOPSLA/ECOOP Workshop on Object-based Concurrent Programming,conf/oopsla/1988ocp,,https://doi.org/10.1145/67386.67423|https://doi.org/10.1145/67387.67423,journals/sigplan/HerlihyW89,,133-135,Linearizable concurrent objects.,,1988,Jeannette M. Wing,https://doi.org/10.1145/67386.67423|https://doi.org/10.1145/67387.67423,linearizable|concurrent|objects
344918,Adolfo Ballester-Bolinches|Enric Cosme-Llópez|Jan Rutten,MFPS,conf/mfps/2013,,https://doi.org/10.1016/j.entcs.2013.09.005|https://www.wikidata.org/entity/Q113317972,journals/entcs/RuttenBC13,,7-28,Varieties and Covarieties of Languages (Extended Abstract).,,2013,Adolfo Ballester-Bolinches,https://doi.org/10.1016/j.entcs.2013.09.005|https://www.wikidata.org/entity/Q113317972,languages|abstract|extended|varieties|covarieties
344919,Aditya Kanade|Amitabha Sanyal|Uday P. Khedker,COCV@ETAPS,conf/cocv/2006,,https://doi.org/10.1016/j.entcs.2006.06.018,journals/entcs/KanadeSK07,,79-95,Structuring Optimizing Transformations and Proving Them Sound.,,2006,Aditya Kanade,https://doi.org/10.1016/j.entcs.2006.06.018,transformations|sound|optimizing|proving|data modeling|structuring
344920,José Carlos Bacelar Almeida|Marcus V. M. Ramos|Nelma Moreira|Ruy J. G. B. de Queiroz,LSFA,conf/lsfa/2018,,https://doi.org/10.1016/j.entcs.2019.07.010|https://www.wikidata.org/entity/Q113317454,journals/entcs/RamosAMQ19,,151-167,Some Applications of the Formalization of the Pumping Lemma for Context-Free Languages.,,2018,José Carlos Bacelar Almeida,https://doi.org/10.1016/j.entcs.2019.07.010|https://www.wikidata.org/entity/Q113317454,languages|formalization|lemma|contextfree|pumping|applications
344921,Alex K. Simpson|Jaap van Oosten,Workshop on Domains,conf/domains/1998,,https://doi.org/10.1016/S1571-0661(05)80740-6,journals/entcs/OostenS00,,175,Some axiomatic results in synthetic domain theory.,,1998,Alex K. Simpson,https://doi.org/10.1016/S1571-0661(05)80740-6,axiomatic|data management|domain|results|theory|synthetic
344922,Dirk Janssens|Serge Demeyer|Tom Mens,Software Evolution Through Transformations @ ICGT,conf/gg/2002sett,,https://doi.org/10.1016/S1571-0661(04)80627-3|https://www.wikidata.org/entity/Q58209531,journals/entcs/JanssensDM03,,71-73,Case Study: Simulation of a LAN.,,2002,Dirk Janssens,https://doi.org/10.1016/S1571-0661(04)80627-3|https://www.wikidata.org/entity/Q58209531,lan|simulation|case|study
344923,Joseph Vanderwaart|Karl Crary,LFM,conf/lfm/2002,,https://doi.org/10.1016/S1571-0661(04)80503-6,journals/entcs/VanderwaartC02,,11-28,A Simplified Account of the Metatheory of Linear LF.,,2002,Joseph Vanderwaart,https://doi.org/10.1016/S1571-0661(04)80503-6,lf|metatheory|linear|account|simplified
344924,Hugo Torres Vieira|Luís Caires,EXPRESS,conf/express/2006,,https://doi.org/10.1016/j.entcs.2006.10.056,journals/entcs/CairesV07,,131-149,Extensionality of Spatial Observations in Distributed Systems.,,2006,Hugo Torres Vieira,https://doi.org/10.1016/j.entcs.2006.10.056,distributed|observations|spatial|extensionality|systems
344925,Luqi,Monterey Workshop,conf/monterey/1998,,https://doi.org/10.1016/S1571-0661(04)00126-4,journals/entcs/Luqi99,,1-9,Engineering Automation for Computer Based Systems.,,1998,Luqi,https://doi.org/10.1016/S1571-0661(04)00126-4,engineering|based|systems|computer|automation
344926,Mark-Oliver Stehr,FSEN,conf/fsen/2005,,https://doi.org/10.1016/j.entcs.2005.12.073,journals/entcs/Stehr06,,299-323,Compositionality for Tightly Coupled Systems: A New Application of the Propositions-as-Types Interpretation.,,2005,Mark-Oliver Stehr,https://doi.org/10.1016/j.entcs.2005.12.073,compositionality|coupled|new|data management|interpretation|tightly|application|systems|propositionsastypes
344928,Fabio Gadducci|Marino Miculan|Ugo Montanari,COMETA,conf/cometa/2003,,https://doi.org/10.1016/j.entcs.2004.08.022,journals/entcs/GadducciMM04,,129-147,Some Characterization Results for Permutation Algebras.,,2003,Fabio Gadducci,https://doi.org/10.1016/j.entcs.2004.08.022,results|algebras|characterization|permutation
344929,David Delahaye|Micaela Mayero,Calculemus,conf/calculemus/2005,,https://doi.org/10.1016/j.entcs.2005.11.023,journals/entcs/DelahayeM06,,57-73,Quantifier Elimination over Algebraically Closed Fields in a Proof Assistant using a Computer Algebra System.,,2005,David Delahaye,https://doi.org/10.1016/j.entcs.2005.11.023,assistant|algebraically|proof|quantifier|closed|data management|elimination|fields|algebra|using|computer|system
344930,Samson Abramsky,MFPS,conf/mfps/2010,,https://doi.org/10.1016/j.entcs.2010.08.002|https://www.wikidata.org/entity/Q57006579,journals/entcs/Abramsky10,,5-10,Robin Milner's Work on Concurrency.,,2010,Samson Abramsky,https://doi.org/10.1016/j.entcs.2010.08.002|https://www.wikidata.org/entity/Q57006579,concurrency|milners|robin|big data|work
344931,Assalé Adjé,NSV,conf/nsv/2015,,https://doi.org/10.1016/j.entcs.2015.10.002|https://www.wikidata.org/entity/Q113317770,journals/entcs/Adje15,,3-18,Policy Iteration in Finite Templates Domain.,,2014,Assalé Adjé,https://doi.org/10.1016/j.entcs.2015.10.002|https://www.wikidata.org/entity/Q113317770,templates|finite|domain|policy|data querying|iteration
344932,Arnab Ray|Rance Cleaveland,FESCA@ETAPS,conf/fesca/2004,,https://doi.org/10.1016/j.entcs.2004.01.010,journals/entcs/RayC04,,21-37,Formal Modeling Of Middleware-based Distributed Systems.,,2004,Arnab Ray,https://doi.org/10.1016/j.entcs.2004.01.010,distributed|formal|middlewarebased|systems|modeling
344933,Gian Luigi Ferrari|Jesper Bengtson|Michael Baldamus|Roberto Raggi,WSFM,conf/wsfm/2004,,https://doi.org/10.1016/j.entcs.2004.02.024,journals/entcs/BaldamusBFR04,,11-20,Web Services as a New Approach to Distributing and Coordinating Semantics-Based Veri cation Toolkits.,,2004,Gian Luigi Ferrari,https://doi.org/10.1016/j.entcs.2004.02.024,toolkits|services|new|distributing|coordinating|web|approach|cation|veri|semanticsbased
