key:string,reviewers
journals/thms/KizilozB17,Chaoyi Pang
journals/thms/LeeHLYHLC13,Charles Pecheur
journals/thms/LeeHLYHLC13,Cody Rosasco
journals/thms/LeeHLYHLC13,Alexander Eriksson
journals/thms/ZhuCEWP19,Maurizio Mancini
journals/thms/ZhuCEWP19,Jinguo Liu
journals/thms/ZhuCEWP19,Scott Schnelle
journals/thms/NiskyMK13,Fabrizio Cutolo
journals/thms/NiskyMK13,Mustafa Demir
journals/thms/NiskyMK13,Zhenyuan Wang
journals/thms/YangWL22,Lokesh Kumar T.
journals/thms/YangWL22,Oliver Happel
journals/thms/YangWL22,Ming Hou 0002
journals/thms/MedeirosBG22,Kenan Ahiska
journals/thms/MedeirosBG22,Kiam Tian Seow
journals/thms/MedeirosBG22,David Kaber
journals/thms/LeeCM15,Stefano Scheggi
journals/thms/LeeCM15,Pierce Stegman
journals/thms/LeeCM15,Anson Ho
journals/thms/BruschettaCBM18,Jorge Dias 0001
journals/thms/BruschettaCBM18,Jennifer M. Neugebauer
journals/thms/BruschettaCBM18,Donato Impedovo
journals/thms/YuAIOCE21,Edwige E. Pissaloux
journals/thms/YuAIOCE21,Sushmita Mitra
journals/thms/YuAIOCE21,Denise Gramß
journals/thms/ChenY0H22,Leonid B. Freidovich
journals/thms/ChenY0H22,Teak Wei Chong
journals/thms/ChenY0H22,DaeHun Nyang
journals/thms/HooC15,Wei Tu
journals/thms/HooC15,Jacek Gwizdka
journals/thms/HooC15,Xiangrui Zeng
journals/thms/GoldbergFA15,Peter X. Liu
journals/thms/GoldbergFA15,Qasem T. Obeidat
journals/thms/GoldbergFA15,Shelly Levy-Tzedek
journals/thms/MalekiSG14,Sean W. Kortschot
journals/thms/MalekiSG14,Limin Zeng
journals/thms/MalekiSG14,Jin Huang 0009
journals/thms/CurrieBMBFP18,Paolo Masci 0001
journals/thms/CurrieBMBFP18,Heishiro Toyoda
journals/thms/CurrieBMBFP18,Naixue Xiong
journals/thms/WangLDCZJ19,James M. Walker
journals/thms/WangLDCZJ19,Amy Weitlauf
journals/thms/WangLDCZJ19,Niels Lohse
journals/thms/SekhavatN18,M. Lucas Neurauter
journals/thms/SekhavatN18,Daniele Mazzei
journals/thms/SekhavatN18,Jeremy D. Brown
journals/thms/LyuSC22,Fabrizio Cutolo
journals/thms/LyuSC22,Hasan Ayaz
journals/thms/LyuSC22,Suhas Raja
journals/thms/LiuPSCQM21,Rebeca Marfil
journals/thms/LiuPSCQM21,Shinya Chiyohara
journals/thms/LiuPSCQM21,Guanhua Chen
journals/thms/ChenAJ16,Edwin Peter Walsh
journals/thms/ChenAJ16,Patrick P. K. Chan
journals/thms/ChenAJ16,Xabiel G. Pañeda
journals/thms/ChenNO14,Myriam Arrue
journals/thms/ChenNO14,Qingquan Sun
journals/thms/ChenNO14,Mark A. Neerincx
journals/thms/LinJXZGZH23,Zhelong Wang
journals/thms/LinJXZGZH23,Joe Saunders
journals/thms/LinJXZGZH23,Vladan Devedzic
journals/thms/SberniniQRLGS18,Salvatore Baglio
journals/thms/SberniniQRLGS18,Filippo Basso
journals/thms/SberniniQRLGS18,Moisés Díaz Cabrera
journals/thms/NaserLMZ23,Hakim Mohellebi
journals/thms/NaserLMZ23,Xiaodong Wang 0002
journals/thms/NaserLMZ23,Sijia Wang
journals/thms/XiaKFHBAWG23,Mattia De Rosa
journals/thms/XiaKFHBAWG23,Cheng-Lin Liu
journals/thms/XiaKFHBAWG23,Kassymzhomart Kunanbayev
journals/thms/OgasawaraFAKTO21,Irene A. Kuling
journals/thms/OgasawaraFAKTO21,Ramiro Velazquez
journals/thms/OgasawaraFAKTO21,Ransalu Senanayake
journals/thms/LiC18,Xupeng Ye
journals/thms/LiC18,Yoichi Sato
journals/thms/LiC18,Jingjia Yuan
journals/thms/CanellasF17,Yidu Lu
journals/thms/CanellasF17,Jung Hyup Kim
journals/thms/CanellasF17,Sicheng Dai
journals/thms/ChaoHLYHZ19,Hong Liu 0002
journals/thms/ChaoHLYHZ19,Emilia I. Barakova
journals/thms/ChaoHLYHZ19,Raquel Fuentetaja 0001
journals/thms/SmisekSPAM17,Ramiro Velazquez
journals/thms/SmisekSPAM17,Erika G. Spaich
journals/thms/SmisekSPAM17,Xuesu Xiao
journals/thms/RigasRK18,David M. Klaus
journals/thms/RigasRK18,Marisa R. Grayson
journals/thms/RigasRK18,Richard Rodgers
journals/thms/OmisoreADDODW23,Alessio Brutti
journals/thms/OmisoreADDODW23,Tom Carlson
journals/thms/OmisoreADDODW23,Li Chen 0009
journals/thms/RathjeSC13,Eam Khwang Teoh
journals/thms/RathjeSC13,Su Yang
journals/thms/RathjeSC13,Kien Nguyen Thanh
journals/thms/GuoSLZ17,Erwin R. Boer
journals/thms/GuoSLZ17,Inigo Sanz-Pena
journals/thms/GuoSLZ17,Md Atiqur Rahman Ahad
journals/thms/KabassiV15,Mary L. Cummings
journals/thms/KabassiV15,Yuki Yokoo
journals/thms/KabassiV15,Jun Qu
journals/thms/HoGS14,Weiwen Deng
journals/thms/HoGS14,Andrea Zanoni
journals/thms/HoGS14,Parisa Eslambolchilar
journals/thms/WhiteZWZZHK17,David Windridge
journals/thms/WhiteZWZZHK17,Racim Fahssi
journals/thms/WhiteZWZZHK17,Jingjing Jiang
journals/thms/LuHCF13,Yoshihiro Suda
journals/thms/LuHCF13,Daniel J. Strauss
journals/thms/LuHCF13,Ah-Hwee Tan
journals/thms/ChanLSPO20,Di Zhou
journals/thms/ChanLSPO20,Bo Wu 0007
journals/thms/ChanLSPO20,Ian D. Walker
journals/thms/MatareseSRR21,Fan Zhang 0015
journals/thms/MatareseSRR21,Yiyang Li 0006
journals/thms/MatareseSRR21,John M. Rushby
journals/thms/HeDLP19,Jack White
journals/thms/HeDLP19,Haonan Xu
journals/thms/HeDLP19,Robert Ian (Bob) McKay
journals/thms/ChiGGR15,Zhi-Qiang Zhang 0001
journals/thms/ChiGGR15,Guillaume Doisy
journals/thms/ChiGGR15,Sevgi Zubeyde Gurbuz
journals/thms/FruchterPBL22,Liuxing Tsao
journals/thms/FruchterPBL22,Kohei Okuoka
journals/thms/FruchterPBL22,Takayuki Ogasawara
journals/thms/SatogataKFOI22,Maoran Xu
journals/thms/SatogataKFOI22,Roeland M. Visser
journals/thms/SatogataKFOI22,Andrea Aliverti
journals/thms/PotterS13,Yunsick Sung
journals/thms/PotterS13,Pyungkang Kim
journals/thms/PotterS13,Jun Kong
journals/thms/KridalukmanaLN22,Christin Hoffmann
journals/thms/KridalukmanaLN22,Randy Gomez
journals/thms/KridalukmanaLN22,Zhiyong Yu 0001
journals/thms/NamWLLS20,Miodrag Potkonjak
journals/thms/NamWLLS20,Quanliang Zhao
journals/thms/NamWLLS20,Hwa Jen Yap
journals/thms/LiuHPCT17,James Yang 0001
journals/thms/LiuHPCT17,Karen Panetta
journals/thms/LiuHPCT17,Wei Yang 0020
journals/thms/ZhengSTZLLC13,Sébastien Combéfis
journals/thms/ZhengSTZLLC13,Patricio Loncomilla
journals/thms/ZhengSTZLLC13,Girijesh Prasad
journals/thms/WangZKSN17,Sevgi Zubeyde Gurbuz
journals/thms/WangZKSN17,Qiu Xia Li
journals/thms/WangZKSN17,Girijesh Prasad
journals/thms/WangXLXZZ13,Yogesh Kumar Meena
journals/thms/WangXLXZZ13,Wayne Chi Wei Giang
journals/thms/WangXLXZZ13,Lorenza Brusini
journals/thms/McLaughlinMC13,Dana Hughes 0001
journals/thms/McLaughlinMC13,Yu-chen Ho
journals/thms/McLaughlinMC13,Jonas Bornmann
journals/thms/BaumgartBVL15,Donghai Xiang
journals/thms/BaumgartBVL15,Kun Jiang 0002
journals/thms/BaumgartBVL15,Bradley S. Duerstock
journals/thms/LiangHSWHZH22,Aleksandar Jevtic
journals/thms/LiangHSWHZH22,Gongjin Lan
journals/thms/LiangHSWHZH22,Danny Crookes
journals/thms/ZhouAYY22,Lynne E. Parker
journals/thms/ZhouAYY22,M. M. van Paassen
journals/thms/ZhouAYY22,Kenryu Aoyagi
journals/thms/KhanPRHA20,Shan G. Lakhmani
journals/thms/KhanPRHA20,Tatsuo Narikiyo
journals/thms/KhanPRHA20,Xiaohong Guan
journals/thms/SaitoII16,Bin Gao 0003
journals/thms/SaitoII16,Hayes Raffle
journals/thms/SaitoII16,Bo Tang 0011
journals/thms/OMalleyBEDSB19,Shan G. Lakhmani
journals/thms/OMalleyBEDSB19,Guanhua Chen
journals/thms/OMalleyBEDSB19,Marco Aggravi
journals/thms/YangD17,Stefano Tortora
journals/thms/YangD17,Deepak Joshi
journals/thms/YangD17,Ronit Feingold Polak
journals/thms/YangF20,Christopher D. Cabrall
journals/thms/YangF20,Rui Zhang 0046
journals/thms/YangF20,Huai-Ning Wu
journals/thms/RowenGR19,Gregory M. P. O'Hare
journals/thms/RowenGR19,Frank Ole Flemisch
journals/thms/RowenGR19,Heinz-Bodo Schmiedmayer
journals/thms/WuYDW23,Yoonchang Sung
journals/thms/WuYDW23,David Slayback
journals/thms/WuYDW23,Charlotte Skourup
journals/thms/DebCH20,Yuxiang Sun
journals/thms/DebCH20,Mark Mulder
journals/thms/DebCH20,Mei-Ling Shyu
journals/thms/MiuraOCKKF21,Pavol Tanuska
journals/thms/MiuraOCKKF21,John D. Voss
journals/thms/MiuraOCKKF21,Annemarie Landman
journals/thms/BiFL13,Hyun Woo
journals/thms/BiFL13,Windo Hutabarat
journals/thms/BiFL13,Jaideep Ray
journals/thms/OMalleyPHB14,Jan Philip Göpfert
journals/thms/OMalleyPHB14,Heikki Mansikka
journals/thms/OMalleyPHB14,Christina F. Rusnock
journals/thms/WangPLY18,Raziel Riemer
journals/thms/WangPLY18,Zhangjing Wang
journals/thms/WangPLY18,Ruba Alkadi
journals/thms/LiDCX20,Xingda Yan
journals/thms/LiDCX20,Paulo Peixoto
journals/thms/LiDCX20,Odile Horn
journals/thms/MousaviZSH21,Dennis J. F. Heck
journals/thms/MousaviZSH21,Yu Liu 0036
journals/thms/MousaviZSH21,Athanasios V. Vasilakos
journals/thms/GurariKO13,Eric Mercer
journals/thms/GurariKO13,Songpo Li
journals/thms/GurariKO13,Berdakh Abibullaev
journals/thms/HarariBR19,Andreas Hasselberg
journals/thms/HarariBR19,Xuesu Xiao
journals/thms/HarariBR19,Wai Lam Hoo
journals/thms/MonteiroSZ19,Baoding Zhou
journals/thms/MonteiroSZ19,Brady L. Miller
journals/thms/MonteiroSZ19,Franck Mars
journals/thms/SunKLSL20,Teena M. Garrison
journals/thms/SunKLSL20,Frank Morelli
journals/thms/SunKLSL20,Yujun Zhu
journals/thms/PereraLOC20,Gennaro Costagliola
journals/thms/PereraLOC20,Jie Huang 0007
journals/thms/PereraLOC20,José del R. Millán
journals/thms/SapkotaKA15,Amin Roudaki
journals/thms/SapkotaKA15,R. John Hansman
journals/thms/SapkotaKA15,Márjory Cristiany Da Costa Abreu
journals/thms/TranPT21,Shuai Yuan
journals/thms/TranPT21,Simon Westerberg
journals/thms/TranPT21,Nitish V. Thakor
journals/thms/MedjkouneMPV17,Fabio Della Rossa
journals/thms/MedjkouneMPV17,Md. Shahinur Alam
journals/thms/MedjkouneMPV17,Luigi Pariota
journals/thms/NourmohammadiJZ18,Stephen D. Whitlow
journals/thms/NourmohammadiJZ18,Hongguang Pan
journals/thms/NourmohammadiJZ18,Manuela Galli
journals/thms/FladFH17,Xinming Ye
journals/thms/FladFH17,Jiangtao Wang
journals/thms/FladFH17,Li Chen 0009
journals/thms/ChenJK15,Anuradha Saha
journals/thms/ChenJK15,Hui Wang
journals/thms/ChenJK15,Bryan Reimer
journals/thms/WangZKC15,Ana Garcia del Molino
journals/thms/WangZKC15,Youngsun Kim
journals/thms/WangZKC15,Tatsuya Kawahara
journals/thms/OkawaY15,Jun-ichiro Furukawa
journals/thms/OkawaY15,Valentino Vranic
journals/thms/OkawaY15,Xiang Zhang 0011
journals/thms/RobertsonGEO17,Serena Ivaldi
journals/thms/RobertsonGEO17,Jean Bismuth
journals/thms/RobertsonGEO17,Andrea Cavallaro
journals/thms/OnukiK16,Hao Wang 0070
journals/thms/OnukiK16,Songzheng Song
journals/thms/OnukiK16,Athanasios V. Vasilakos
journals/thms/PreeceWBZB17,Yael Edan
journals/thms/PreeceWBZB17,Marialucia Cuciniello
journals/thms/PreeceWBZB17,Di Li 0001
journals/thms/SpiersLWO18,Wan-Lin Hu
journals/thms/SpiersLWO18,Pietro Falco
journals/thms/SpiersLWO18,Marko Munih
journals/thms/NaC15,Xin Liu 0011
journals/thms/NaC15,Cristina P. Santos 0001
journals/thms/NaC15,Luca F. Bertuccelli
journals/thms/ElPPPM18,Hasan Ayaz
journals/thms/ElPPPM18,Qi Hao
journals/thms/ElPPPM18,Ki-Chul Kwon
journals/thms/FuccellaRC14,Jonathan Feng-Shun Lin
journals/thms/FuccellaRC14,Kazuhiro Kosuge
journals/thms/FuccellaRC14,Ashima Keshava
journals/thms/KhushabaASS22,Marc Miska
journals/thms/KhushabaASS22,Zhan Fan Quek
journals/thms/KhushabaASS22,Zhuanghua Shi
journals/thms/LeamanL17,Hirakjyoti Basumatary
journals/thms/LeamanL17,Haonan Xu
journals/thms/LeamanL17,Daniel R. Freer
journals/thms/YuZWCC20,Aolin Zhang
journals/thms/YuZWCC20,Kailas Patil
journals/thms/YuZWCC20,Kugamoorthy Gajananan
journals/thms/UvaFMBDGM19,Yik Hang Pang
journals/thms/UvaFMBDGM19,Andrew D. Boyd
journals/thms/UvaFMBDGM19,Alessandro Filippeschi
journals/thms/ChamnongthaiEMF20,Christopher Turner 0001
journals/thms/ChamnongthaiEMF20,Jean Rouat
journals/thms/ChamnongthaiEMF20,Lance Fiondella
journals/thms/MendoncaBG14,Rosemarie Cooper
journals/thms/MendoncaBG14,Raziel Riemer
journals/thms/MendoncaBG14,Hui Wang
journals/thms/MiuraYNONAKF20,Jinchao Lin
journals/thms/MiuraYNONAKF20,João Paulo 0002
journals/thms/MiuraYNONAKF20,Irene Uriarte Mercader
journals/thms/TanelliTS18,Yap-Peng Tan
journals/thms/TanelliTS18,Rita Paolini
journals/thms/TanelliTS18,Riender Happee
journals/thms/GuoWYLA19,Beibei He
journals/thms/GuoWYLA19,Guotai Wang
journals/thms/GuoWYLA19,Jie Wang
journals/thms/KongM13,Carl Westin
journals/thms/KongM13,Caroline E. Harriott
journals/thms/KongM13,Tim Menzies
journals/thms/ZengW16,Bartolomeo Montrucchio
journals/thms/ZengW16,Elias J. Griffith
journals/thms/ZengW16,Xin Pei
journals/thms/ChenFLN20,Alexandros Iosifidis
journals/thms/ChenFLN20,DaeHun Nyang
journals/thms/ChenFLN20,Urbano J. Nunes
journals/thms/ZahabiWS21,Michihiro Kawanishi
journals/thms/ZahabiWS21,Nilanjan Chakraborty
journals/thms/ZahabiWS21,Emmanouil Skounakis
journals/thms/GaoW14,Taekyoung Kwon 0002
journals/thms/GaoW14,Chris P. Brennan
journals/thms/GaoW14,Silvia Francesca Storti
journals/thms/UgurluOSNB20,Omar Daud
journals/thms/UgurluOSNB20,Yao Guo 0002
journals/thms/UgurluOSNB20,Aaron P. J. Roberts
journals/thms/WindridgeSH13,Anup Basu
journals/thms/WindridgeSH13,Md Zobaer Islam
journals/thms/WindridgeSH13,Francesca Stival
journals/thms/GajanananNMNP13,Jonathan Feng-Shun Lin
journals/thms/GajanananNMNP13,Kenji Hagita
journals/thms/GajanananNMNP13,Ebrahim Bagheri
journals/thms/LiZWXSWML17,Miroslav Pajic
journals/thms/LiZWXSWML17,Min Peng
journals/thms/LiZWXSWML17,Beth Ekelman
journals/thms/YusufB22,Soheila Gheisari
journals/thms/YusufB22,F. Garcia-Vacas
journals/thms/YusufB22,Yohan Chon
journals/thms/BoltonBH22,Yantong Wang
journals/thms/BoltonBH22,Danny Crookes
journals/thms/BoltonBH22,Xiaokang Zhou
journals/thms/MoacdiehS17,Marc Miska
journals/thms/MoacdiehS17,Robert Luckner
journals/thms/MoacdiehS17,Zeng-Guang Hou
journals/thms/SchorrQNPO15,Andreas Hasselberg
journals/thms/SchorrQNPO15,Ryu Kubo
journals/thms/SchorrQNPO15,Silvia Francesca Storti
journals/thms/HooeyKAFG18,Sheng-Hua Zhong
journals/thms/HooeyKAFG18,Jiayi Wu
journals/thms/HooeyKAFG18,Siamak Faridani
journals/thms/LiZ17,Alexandre Moïse
journals/thms/LiZ17,Amaia Aizpurua
journals/thms/LiZ17,Soohyun Kim
journals/thms/FuPAM19,Waseem Ullah
journals/thms/FuPAM19,Chang Tang
journals/thms/FuPAM19,Cindy L. Bethel
journals/thms/LeeHC19,Cheng Chen Liu
journals/thms/LeeHC19,Sandra Hirche
journals/thms/LeeHC19,Xiang-Yang Li 0001
journals/thms/MorarBMSSAC19,Xin Wang
journals/thms/MorarBMSSAC19,Ziyao Wang
journals/thms/MorarBMSSAC19,Jelena Jovanovic 0001
journals/thms/ZhangW22,Shayne Loft
journals/thms/ZhangW22,M. M. van Paassen
journals/thms/ZhangW22,Fei Gao
journals/thms/HandiruP16,Gennaro Cordasco
journals/thms/HandiruP16,Hiroshi Negoro
journals/thms/HandiruP16,Kugamoorthy Gajananan
journals/thms/SerraCKC17,Gourav Modanwal
journals/thms/SerraCKC17,Weitian Wang
journals/thms/SerraCKC17,Francesca Stival
journals/thms/TrinhG13,Yoonchang Sung
journals/thms/TrinhG13,Jeff Tian
journals/thms/TrinhG13,Chouki Sentouh
journals/thms/HussainJVG20,Tatsuya Kuramoto
journals/thms/HussainJVG20,Noa Segall
journals/thms/HussainJVG20,Guoyang Zhou
journals/thms/HuangHHL15,Masahiro Shiomi
journals/thms/HuangHHL15,Nabin Sapkota
journals/thms/HuangHHL15,Md Mahmudur Rahman 0001
journals/thms/YouLT17,Mehmet Onur Keskin
journals/thms/YouLT17,Rafal Chalupnik
journals/thms/YouLT17,Lamia Mezai
journals/thms/WolfertRB22,Jamie C. Macbeth
journals/thms/WolfertRB22,John Oyekan
journals/thms/WolfertRB22,Joshua Harrison
journals/thms/BhaskaraSL20,Shumei Zhang
journals/thms/BhaskaraSL20,Fan Zhang 0015
journals/thms/BhaskaraSL20,Vito Modesto Manghisi
journals/thms/ErfanianHZ17,Junpei Zhong
journals/thms/ErfanianHZ17,Rafal Chalupnik
journals/thms/ErfanianHZ17,Yael Edan
journals/thms/ZhangZP15,Ramesh Balasubramanyam
journals/thms/ZhangZP15,Blaz Jakopin
journals/thms/ZhangZP15,Domenico Prattichizzo
journals/thms/HuangCS20,Martha Grabowski
journals/thms/HuangCS20,Shawn Eastwood
journals/thms/HuangCS20,Kimberly Stowers
journals/thms/FairhurstEC15,Rahil Mehrizi
journals/thms/FairhurstEC15,Xiangyang Zhu
journals/thms/FairhurstEC15,Weishan Zhang
journals/thms/PolsleyRH17,Yutao Chen
journals/thms/PolsleyRH17,Aimee Cloutier
journals/thms/PolsleyRH17,S. Ali Etemad
journals/thms/WangLGQW22,Gennaro Costagliola
journals/thms/WangLGQW22,Tal Oron-Gilad
journals/thms/WangLGQW22,Manoj Ramanathan
journals/thms/HeMT21,Robin R. Murphy
journals/thms/HeMT21,Bartolomeo Montrucchio
journals/thms/HeMT21,Emre Kurtoglu
journals/thms/ChienLSKL20,Yanhong Wang
journals/thms/ChienLSKL20,Wai Lam Hoo
journals/thms/ChienLSKL20,Shu-Juan Peng
journals/thms/Yan00SLH22,Sofiane Medjkoune
journals/thms/Yan00SLH22,Maite Trujillo
journals/thms/Yan00SLH22,Rita Orji
journals/thms/QuintasMD17,Jiazhi Xia
journals/thms/QuintasMD17,Beate Meffert
journals/thms/QuintasMD17,Luca Tonin
journals/thms/CutlipWSG21,Elena N. Schneider
journals/thms/CutlipWSG21,Jiantao Wang
journals/thms/CutlipWSG21,Cindy L. Bethel
journals/thms/LaiZ15,Wenyu Liu 0001
journals/thms/LaiZ15,Amon Rapp
journals/thms/LaiZ15,Filippo Mignosi
journals/thms/WanBOO15,Paulo Peixoto
journals/thms/WanBOO15,Giuseppe Lo Re
journals/thms/WanBOO15,Waseem Ullah
journals/thms/PeschelM13,Sharon Meth
journals/thms/PeschelM13,Nathan J. McNeese
journals/thms/PeschelM13,Gabjong Han
journals/thms/JiLWR23,Philip O. Ogunbona
journals/thms/JiLWR23,Andreas Riener
journals/thms/JiLWR23,Sameep Mehta
journals/thms/BarendswaardPPM19,Xiangdong Li
journals/thms/BarendswaardPPM19,Siân Slawson
journals/thms/BarendswaardPPM19,Ajmal S. Mian
journals/thms/YangHCD13,Shenquan Zhang
journals/thms/YangHCD13,Toshiyuki Inagaki
journals/thms/YangHCD13,Valentina Fietta
journals/thms/Feix0SDK16,Jonathan Wen
journals/thms/Feix0SDK16,Reo Matsumura
journals/thms/Feix0SDK16,Olivia B. Newton
journals/thms/JoshiKPD22,Li Li
journals/thms/JoshiKPD22,Xiangfeng Luo
journals/thms/JoshiKPD22,Meir Pachter
journals/thms/SchneiderBFBCDA22,Aaron J. Young
journals/thms/SchneiderBFBCDA22,Terry Amorese
journals/thms/SchneiderBFBCDA22,Ivo Correai
journals/thms/WuGXHWT16,Sébastien Garnier
journals/thms/WuGXHWT16,Géry Casiez
journals/thms/WuGXHWT16,Zhujun Zhang
journals/thms/KrallMD16,Tongshuang Wu
journals/thms/KrallMD16,Jessie Y. C. Chen
journals/thms/KrallMD16,Fan Jia
journals/thms/BaoZXYZ22,Björn M. Eskofier
journals/thms/BaoZXYZ22,Filippo Basso
journals/thms/BaoZXYZ22,Luca Citi
journals/thms/CheungP15,Michal Piela
journals/thms/CheungP15,Emilia I. Barakova
journals/thms/CheungP15,Junaid Ahmed Ansari
journals/thms/Bass13,Jay L. Alberts
journals/thms/Bass13,Yu Li
journals/thms/Bass13,Sara Rosenblum
journals/thms/WhiteKM22,Vincenzo Marletta
journals/thms/WhiteKM22,Bin Hu 0005
journals/thms/WhiteKM22,Jérémie Jakubowicz
journals/thms/BaberMM19,Atulya K. Nagar
journals/thms/BaberMM19,Filippo Basso
journals/thms/BaberMM19,Athanasios V. Vasilakos
journals/thms/PanSZM22,Yikang Gui
journals/thms/PanSZM22,Felix Gembler
journals/thms/PanSZM22,Chee-Kong Chui
journals/thms/Blanco-GonzaloS18,Dana Hughes 0001
journals/thms/Blanco-GonzaloS18,Shayne Loft
journals/thms/Blanco-GonzaloS18,Elliot Biltekoff
journals/thms/DaiLJ22,Yan Chen 0011
journals/thms/DaiLJ22,Daniele Pucci
journals/thms/DaiLJ22,Can Xu
journals/thms/KobayashiMI22,Jaime C. Gorman
journals/thms/KobayashiMI22,Yanmin Tang
journals/thms/KobayashiMI22,Greg A. Jamieson
journals/thms/RhieLY19,Shota Takada
journals/thms/RhieLY19,Gennaro Cordasco
journals/thms/RhieLY19,Chien Chern Cheah
journals/thms/FurnariFB17,Braj Bhushan
journals/thms/FurnariFB17,Dorian Verdel
journals/thms/FurnariFB17,Athanasios Tsitsoulis
journals/thms/EskandariDW16,Antonio Frisoli
journals/thms/EskandariDW16,Petia Radeva
journals/thms/EskandariDW16,Rashmi P. Payyanadan
journals/thms/HarrisonMCC17,Jesse F. Leaman
journals/thms/HarrisonMCC17,Ali Arya
journals/thms/HarrisonMCC17,Massimo Zancanaro
journals/thms/HongRD16,Jonathan Currie
journals/thms/HongRD16,Saiesh Prabhu
journals/thms/HongRD16,Josiah Wong
journals/thms/LeeKKKL22,Tiantian An
journals/thms/LeeKKKL22,Athanasios Tsitsoulis
journals/thms/LeeKKKL22,April Rose Panganiban
journals/thms/JevticDPE15,Victoria Chibuogu Nneji
journals/thms/JevticDPE15,Jun Liu 0007
journals/thms/JevticDPE15,Qiang Li 0008
journals/thms/LuoYYBL22,Jordan Navarro
journals/thms/LuoYYBL22,Maria Drolence Mwanje
journals/thms/LuoYYBL22,Yuan Chi
journals/thms/HaberkornKBP13,Joachim Vogt 0002
journals/thms/HaberkornKBP13,Marcos Martinez-Diaz
journals/thms/HaberkornKBP13,Leijing Zhou
journals/thms/GengT15,Brian F. Gore
journals/thms/GengT15,Rossana Simeoni
journals/thms/GengT15,Roy A. Maxion
journals/thms/ZengW17,Yoshihiro Suda
journals/thms/ZengW17,Biing-Hwang Juang
journals/thms/ZengW17,Sébastien Garnier
journals/thms/WalochaDI22,Marco Paolieri
journals/thms/WalochaDI22,Ruisong Liao
journals/thms/WalochaDI22,Victor Fernand Muñoz
journals/thms/RayoHFGAM22,Paolo Napoletano
journals/thms/RayoHFGAM22,Genya Abe
journals/thms/RayoHFGAM22,Luca Tonin
journals/thms/StirlingM16,Tracy Hammond
journals/thms/StirlingM16,Andrew J. Doxon
journals/thms/StirlingM16,Jin Huang 0009
journals/thms/GopfertKHWH22,Dag Sverre Syrdal
journals/thms/GopfertKHWH22,G. Robert Arrabito
journals/thms/GopfertKHWH22,Jianwei Lai
journals/thms/LanWHH23,Angelo Valastro
journals/thms/LanWHH23,Fangwen Yu
journals/thms/LanWHH23,Qi Wang
journals/thms/WongG21,Haiyan Lu
journals/thms/WongG21,Gentiane Venture
journals/thms/WongG21,Ronny Hannemann
journals/thms/StantonRHS15,Xianta Jiang
journals/thms/StantonRHS15,Hao Fu
journals/thms/StantonRHS15,April Rose Panganiban
journals/thms/WalshDS17,Wanqing Li 0001
journals/thms/WalshDS17,Biniam Gebru
journals/thms/WalshDS17,Bo Tang 0011
journals/thms/Wu22,Yogarajah Pratheepan
journals/thms/Wu22,Giancarlo Fortino
journals/thms/Wu22,David I. Oviedo
journals/thms/BorstFE15,Qingzhou Mao
journals/thms/BorstFE15,Jamy Li
journals/thms/BorstFE15,Angelo Valastro
journals/thms/LengLYZCF22,Xinjun Sheng
journals/thms/LengLYZCF22,Xiaohan Wang
journals/thms/LengLYZCF22,Joaquín Ballesteros
journals/thms/FengHWWWYL17,Shuangquan Wang
journals/thms/FengHWWWYL17,Bruno Andò
journals/thms/FengHWWWYL17,Mark Wentink
journals/thms/WangGZ16,Stavros Tzoulakis
journals/thms/WangGZ16,Wenxi Wang
journals/thms/WangGZ16,Khaled Assaleh 0001
journals/thms/DemirMGCMG21,Tyler N. Morrison
journals/thms/DemirMGCMG21,T. Michael Seigler
journals/thms/DemirMGCMG21,Mattia De Rosa
journals/thms/JiangLFYDCFC22,Nicolò Navarin
journals/thms/JiangLFYDCFC22,Mo Chen
journals/thms/JiangLFYDCFC22,Chaoyi Pang
journals/thms/ObeidatCK15,Nana Yaw Asabere
journals/thms/ObeidatCK15,Sagir Muhammad Yusuf
journals/thms/ObeidatCK15,Robert Mauro
journals/thms/FuZHLL23,Raffaele Gravina
journals/thms/FuZHLL23,Zhi-Hong Mao
journals/thms/FuZHLL23,Keisuke Nakamura
journals/thms/JangCGKS17,Anind K. Dey
journals/thms/JangCGKS17,Darrell F. Lochtefeld
journals/thms/JangCGKS17,Frédéric Leishman
journals/thms/LebiedzM21,Raúl Miñón
journals/thms/LebiedzM21,Titilayo T. Ogunwa
journals/thms/LebiedzM21,Gary E. Burnett
journals/thms/RothwellP19,Hyoungkyun Kim
journals/thms/RothwellP19,Jennifer A. Mindock
journals/thms/RothwellP19,Tae-Ho Lee
journals/thms/KuritaSTST17,Dong Ming
journals/thms/KuritaSTST17,Hyukjae Jang
journals/thms/KuritaSTST17,Chao Zeng
journals/thms/PerakakisG15,Weihua Zhuang
journals/thms/PerakakisG15,Huiru Zheng
journals/thms/PerakakisG15,Bastien Berret
journals/thms/WeeLPP21,Haitao Luo
journals/thms/WeeLPP21,Wenyu Liu 0001
journals/thms/WeeLPP21,Jun Liu 0007
journals/thms/KandalanN20,Heinrich H. Bülthoff
journals/thms/KandalanN20,Mark Mulder
journals/thms/KandalanN20,Yoon Nyun Kim
journals/thms/MilsteinGBN18,Kailas Patil
journals/thms/MilsteinGBN18,Michael J. O'Grady
journals/thms/MilsteinGBN18,Chaoyi Pang
