article:ID,author:string[],crossref:string,editor:string[],ee:string[],journal:string,key:string,number:string,pages:string,title:string,volume:string,year:int,doi,volume_key,corresponding_author,keywords
37105,Eddie Davis|Marianthi G. Ierapetritou,Comput. Chem. Eng.20075-6,,https://doi.org/10.1016/j.compchemeng.2006.06.010,Comput. Chem. Eng.,journals/cce/DavisI07,5-6,466-476,Adaptive optimisation of noisy black-box functions inherent in microscopic models.,31,2007,https://doi.org/10.1016/j.compchemeng.2006.06.010,Comput. Chem. Eng.20075-6,Eddie Davis,inherent|blackbox|noisy|microscopic|models|functions|optimisation|adaptive
37107,Ali Elkamel|Jeff T. Gostick|Mehrez Agnaou|Tom Tranter|Zohaib Atiq Khan,Comput. Chem. Eng.20191,,https://doi.org/10.1016/j.compchemeng.2018.12.025,Comput. Chem. Eng.,journals/cce/KhanTAEG19,1,64-77,Dual network extraction algorithm to investigate multiple transport processes in porous materials: Image-based modeling of pore and grain scale processes.,123,2019,https://doi.org/10.1016/j.compchemeng.2018.12.025,Comput. Chem. Eng.20191,Ali Elkamel,transport|scale|grain|dual|multiple|processes|investigate|materials|extraction|network|imagebased|modeling|porous|pore|algorithm
37108,Patrik Forssén|Robert Arnell|Torgny Fornstedt,Comput. Chem. Eng.20069,,https://doi.org/10.1016/j.compchemeng.2006.03.004,Comput. Chem. Eng.,journals/cce/ForssenAF06,9,1381-1391,An improved algorithm for solving inverse problems in liquid chromatography.,30,2006,https://doi.org/10.1016/j.compchemeng.2006.03.004,Comput. Chem. Eng.20069,Patrik Forssén,liquid|problems|inverse|improved|solving|chromatography|algorithm
37109,Henrique A. Matos|João P. Teles|Pedro M. Castro,Comput. Chem. Eng.20121,,https://doi.org/10.1016/j.compchemeng.2012.02.018|https://www.wikidata.org/entity/Q57563461,Comput. Chem. Eng.,journals/cce/TelesCM12,1,132-147,Global optimization of water networks design using multiparametric disaggregation.,40,2012,https://doi.org/10.1016/j.compchemeng.2012.02.018|https://www.wikidata.org/entity/Q57563461,Comput. Chem. Eng.20121,Henrique A. Matos,optimization|disaggregation|using|global|networks|design|multiparametric|water
37110,Concepción Jiménez-González|David J. C. Constable|Milica Folic|Paola Arenas Gómez|Rafiqul Gani,Comput. Chem. Eng.200810,,https://doi.org/10.1016/j.compchemeng.2008.01.006,Comput. Chem. Eng.,journals/cce/GaniGFJC08,10,2420-2444,Solvents in organic synthesis: Replacement and multi-step reaction systems.,32,2008,https://doi.org/10.1016/j.compchemeng.2008.01.006,Comput. Chem. Eng.200810,Concepción Jiménez-González,multistep|replacement|synthesis|solvents|systems|organic|reaction
37111,Alberto Martínez|Mariano Martín,Comput. Chem. Eng.20181,,https://doi.org/10.1016/j.compchemeng.2017.11.019,Comput. Chem. Eng.,journals/cce/MartinM18,1,299-310,On the effect of price policies in the design of formulated products.,109,2018,https://doi.org/10.1016/j.compchemeng.2017.11.019,Comput. Chem. Eng.20181,Alberto Martínez,products|policies|formulated|effect|design|price
37112,Awad E. Mohammed|Aysar T. Jarullah|Iqbal M. Mujtaba|Saba A. Gheni,Comput. Chem. Eng.20171,,https://doi.org/10.1016/j.compchemeng.2017.04.016,Comput. Chem. Eng.,journals/cce/MohammedJGM17,1,201-210,Significant cost and energy savings opportunities in industrial three phase reactor for phenol oxidation.,104,2017,https://doi.org/10.1016/j.compchemeng.2017.04.016,Comput. Chem. Eng.20171,Awad E. Mohammed,reactor|cost|oxidation|phase|savings|energy|opportunities|significant|three|industrial|phenol
37113,Cheng-Liang Chen|Ping-Sung Hung,Comput. Chem. Eng.200712,,https://doi.org/10.1016/j.compchemeng.2007.01.013,Comput. Chem. Eng.,journals/cce/ChenH07,12,1619-1632,Synthesis of flexible heat exchange networks and mass exchange networks.,31,2007,https://doi.org/10.1016/j.compchemeng.2007.01.013,Comput. Chem. Eng.200712,Cheng-Liang Chen,flexible|synthesis|networks|exchange|mass|heat
37114,Antonio Flores-Tlacuahuac|Ernesto Martínez-Rosas|Ruben Vasquez-Medrano,Comput. Chem. Eng.20119,,https://doi.org/10.1016/j.compchemeng.2011.05.007,Comput. Chem. Eng.,journals/cce/Martinez-RosasVF11,9,1937-1948,Modeling and simulation of lithium-ion batteries.,35,2011,https://doi.org/10.1016/j.compchemeng.2011.05.007,Comput. Chem. Eng.20119,Antonio Flores-Tlacuahuac,batteries|modeling|lithiumion|simulation
37115,Elçin Içten|Gintaras V. Reklaitis|Zoltán K. Nagy,Comput. Chem. Eng.20151,,https://doi.org/10.1016/j.compchemeng.2015.07.014,Comput. Chem. Eng.,journals/cce/IctenNR15,1,221-231,Process control of a dropwise additive manufacturing system for pharmaceuticals using polynomial chaos expansion based surrogate model.,83,2015,https://doi.org/10.1016/j.compchemeng.2015.07.014,Comput. Chem. Eng.20151,Elçin Içten,control|additive|using|polynomial|chaos|pharmaceuticals|based|model|manufacturing|process|expansion|surrogate|dropwise|system
37116,Jerzy Szczygiel,Comput. Chem. Eng.201111,,https://doi.org/10.1016/j.compchemeng.2011.06.004,Comput. Chem. Eng.,journals/cce/Szczygiel11a,11,2334-2350,Optimising the porous structure of heterogeneous reforming catalysts with a globular model of the grain.,35,2011,https://doi.org/10.1016/j.compchemeng.2011.06.004,Comput. Chem. Eng.201111,Jerzy Szczygiel,catalysts|reforming|grain|structure|model|globular|porous|heterogeneous|optimising
37117,Andreas Bück|Chamakuri Nagaiah|Gerald Warnecke|N. Suresh Kumar,Comput. Chem. Eng.20131,,https://doi.org/10.1016/j.compchemeng.2012.12.004,Comput. Chem. Eng.,journals/cce/NagaiahKBW13,1,122-133,Parallel and high resolution numerical solution of concentration and temperature distributions in fluidized beds.,52,2013,https://doi.org/10.1016/j.compchemeng.2012.12.004,Comput. Chem. Eng.20131,Andreas Bück,high|solution|numerical|temperature|parallel|distributions|resolution|beds|fluidized|concentration
37118,Andrzej Pawlowski|Francisco Gabriel Acién|Ignacio Fernández|José Luis Guzmán|Julio E. Normey-Rico|Manuel Berenguel,Comput. Chem. Eng.20141,,https://doi.org/10.1016/j.compchemeng.2014.03.001|https://www.wikidata.org/entity/Q58024001,Comput. Chem. Eng.,journals/cce/PawlowskiFGBAN14,1,28-39,Event-based predictive control of pH in tubular photobioreactors.,65,2014,https://doi.org/10.1016/j.compchemeng.2014.03.001|https://www.wikidata.org/entity/Q58024001,Comput. Chem. Eng.20141,Andrzej Pawlowski,control|predictive|ph|tubular|eventbased|photobioreactors
37119,Atsushi Aoyama|Hossam A. Gabbar|Yuji Naka,Comput. Chem. Eng.20049,,https://doi.org/10.1016/j.compchemeng.2004.02.033,Comput. Chem. Eng.,journals/cce/GabbarAN04,9,1809-1822,Recipe formal definition language for operating procedures synthesis.,28,2004,https://doi.org/10.1016/j.compchemeng.2004.02.033,Comput. Chem. Eng.20049,Atsushi Aoyama,operating|procedures|language|synthesis|formal|recipe|definition
37120,René Bañares-Alcántara,Comput. Chem. Eng.20103,,https://doi.org/10.1016/j.compchemeng.2009.10.010,Comput. Chem. Eng.,journals/cce/Banares-Alcantara10,3,267-276,"Perspectives on the potential roles of engineers in the formulation, implementation and enforcement of policies.",34,2010,https://doi.org/10.1016/j.compchemeng.2009.10.010,Comput. Chem. Eng.20103,René Bañares-Alcántara,implementation|formulation|policies|perspectives|roles|potential|engineers|enforcement
37121,Alexandru Tatulea-Codrean|Clemens Lindscheid|Daniel Haßkerl|Patrick Diewald|Sankaranarayanan Subramanian|Sebastian Engell,Comput. Chem. Eng.20181,,https://doi.org/10.1016/j.compchemeng.2018.07.003,Comput. Chem. Eng.,journals/cce/HasskerlLSDTE18,1,25-48,Economics optimizing control of a multi-product reactive distillation process under model uncertainty.,118,2018,https://doi.org/10.1016/j.compchemeng.2018.07.003,Comput. Chem. Eng.20181,Alexandru Tatulea-Codrean,control|optimizing|distillation|model|reactive|uncertainty|multiproduct|process|economics
37122,Argimiro R. Secchi|Euclides Almeida,Comput. Chem. Eng.20121,,https://doi.org/10.1016/j.compchemeng.2011.07.003,Comput. Chem. Eng.,journals/cce/AlmeidaS12,1,227-246,Solving dynamic optimization infeasibility problems.,36,2012,https://doi.org/10.1016/j.compchemeng.2011.07.003,Comput. Chem. Eng.20121,Argimiro R. Secchi,infeasibility|optimization|solving|problems|dynamic
37123,Ana Paula F. D. Barbosa-Póvoa|Augusto Q. Novais|Carlos A. Méndez|Luis J. Zeballos,Comput. Chem. Eng.20141,,https://doi.org/10.1016/j.compchemeng.2014.02.027|https://www.wikidata.org/entity/Q57526655,Comput. Chem. Eng.,journals/cce/ZeballosMBN14,1,151-164,Multi-period design and planning of closed-loop supply chains with uncertain supply and demand.,66,2014,https://doi.org/10.1016/j.compchemeng.2014.02.027|https://www.wikidata.org/entity/Q57526655,Comput. Chem. Eng.20141,Ana Paula F. D. Barbosa-Póvoa,multiperiod|chains|uncertain|demand|planning|design|supply|closedloop
37124,Dong Xiang|Siyu Yang|Yu Qian|Zihao Mai,Comput. Chem. Eng.20151,,https://doi.org/10.1016/j.compchemeng.2015.03.007,Comput. Chem. Eng.,journals/cce/XiangYMQ15,1,176-185,"Comparative study of coal, natural gas, and coke-oven gas based methanol to olefins processes in China.",83,2015,https://doi.org/10.1016/j.compchemeng.2015.03.007,Comput. Chem. Eng.20151,Dong Xiang,china|olefins|coal|processes|based|natural|methanol|comparative|study|gas|cokeoven
37125,Ahmed I. A. Salama,Comput. Chem. Eng.20064,,https://doi.org/10.1016/j.compchemeng.2005.11.003,Comput. Chem. Eng.,journals/cce/Salama06,4,758-764,Determination of the optimal heat energy targets in heat pinch analysis using a geometry-based approach.,30,2006,https://doi.org/10.1016/j.compchemeng.2005.11.003,Comput. Chem. Eng.20064,Ahmed I. A. Salama,optimal|pinch|using|approach|geometrybased|energy|determination|targets|analysis|heat
37126,Michael Fairweather|R. F. Alvani,Comput. Chem. Eng.20083,,https://doi.org/10.1016/j.compchemeng.2007.02.007,Comput. Chem. Eng.,journals/cce/AlvaniF08,3,371-381,Prediction of the ignition characteristics of flammable jets using intermittency-based turbulence models and a prescribed pdf approach.,32,2008,https://doi.org/10.1016/j.compchemeng.2007.02.007,Comput. Chem. Eng.20083,Michael Fairweather,characteristics|ignition|flammable|using|turbulence|approach|jets|models|prescribed|intermittencybased|prediction|pdf
37127,F. Y. Wang|Ian T. Cameron|Parisa A. Bahri|Peter L. Lee,Comput. Chem. Eng.20075-6,,https://doi.org/10.1016/j.compchemeng.2006.05.008,Comput. Chem. Eng.,journals/cce/WangBLC07,5-6,410-418,"A multiple model, state feedback strategy for robust control of non-linear processes.",31,2007,https://doi.org/10.1016/j.compchemeng.2006.05.008,Comput. Chem. Eng.20075-6,F. Y. Wang,control|nonlinear|multiple|model|processes|strategy|robust|state|feedback
37128,Abhishek Sivaram|Laya Das|Venkat Venkatasubramanian,Comput. Chem. Eng.20221,,https://doi.org/10.1016/j.compchemeng.2022.107887,Comput. Chem. Eng.,journals/cce/Venkatasubramanian22,1,107887,A unified theory of emergent equilibrium phenomena in active and passive matter.,164,2022,https://doi.org/10.1016/j.compchemeng.2022.107887,Comput. Chem. Eng.20221,Abhishek Sivaram,matter|passive|theory|unified|phenomena|equilibrium|active|emergent
37129,Constantinos C. Pantelides|J. G. Renfro,Comput. Chem. Eng.20131,,https://doi.org/10.1016/j.compchemeng.2012.07.008,Comput. Chem. Eng.,journals/cce/PantelidesR13,1,136-148,"The online use of first-principles models in process operations: Review, current status and future needs.",51,2013,https://doi.org/10.1016/j.compchemeng.2012.07.008,Comput. Chem. Eng.20131,Constantinos C. Pantelides,review|status|future|operations|needs|current|process|online|models|firstprinciples|use
37130,César de Prada Moraga|Daniel Sarabia|José Luis Pitarch|Tania Rodríguez-Blanco,Comput. Chem. Eng.20181,,https://doi.org/10.1016/j.compchemeng.2017.10.036,Comput. Chem. Eng.,journals/cce/Rodriguez-Blanco18,1,460,"Erratum to ""Modifier Adaptation methodology based on transient and static measurements for RTO to cope with structural uncertainty"" [Comput. Chem. Eng. 106 (2017) 480-500].",108,2018,https://doi.org/10.1016/j.compchemeng.2017.10.036,Comput. Chem. Eng.20181,César de Prada Moraga,comput|cope|static|measurements|eng|based|methodology|chem|2017|rto|adaptation|uncertainty|106|480500|erratum|structural|modifier|transient
37131,Alexandra Elena Plesu Popescu|David Curcó Cantarell|Joan Llorens|Jordi Bonet-Ruiz|Rubén Cabello,Comput. Chem. Eng.20221,,https://doi.org/10.1016/j.compchemeng.2022.107971,Comput. Chem. Eng.,journals/cce/CabelloPBCL22,1,107971,Heat transfer in pipes with twisted tapes: CFD simulations and validation.,166,2022,https://doi.org/10.1016/j.compchemeng.2022.107971,Comput. Chem. Eng.20221,Alexandra Elena Plesu Popescu,simulations|validation|cfd|pipes|tapes|twisted|transfer|heat
37132,Jan van Schijndel|Johan Grievink,Comput. Chem. Eng.20041-2,,https://doi.org/10.1016/S0098-1354(03)00185-6,Comput. Chem. Eng.,journals/cce/GrievinkS04,1-2,1,Preface.,28,2004,https://doi.org/10.1016/S0098-1354(03)00185-6,Comput. Chem. Eng.20041-2,Jan van Schijndel,preface
37133,Arnaud Cockx|Jérôme Morchain|Mathieu Spérandio|Noureddine Lebaz,Comput. Chem. Eng.20161,,https://doi.org/10.1016/j.compchemeng.2015.09.008,Comput. Chem. Eng.,journals/cce/LebazCSM16,1,326-337,Reconstruction of a distribution from a finite number of its moments: A comparative study in the case of depolymerization process.,84,2016,https://doi.org/10.1016/j.compchemeng.2015.09.008,Comput. Chem. Eng.20161,Arnaud Cockx,finite|reconstruction|distribution|case|number|process|comparative|depolymerization|study|moments
37134,Ignacio E. Grossmann|Li Zheng 0002|Xuan Chen,Comput. Chem. Eng.20121,,https://doi.org/10.1016/j.compchemeng.2012.05.009,Comput. Chem. Eng.,journals/cce/ChenGZ12,1,141-167,A comparative study of continuous-time models for scheduling of crude oil operations in inland refineries.,44,2012,https://doi.org/10.1016/j.compchemeng.2012.05.009,Comput. Chem. Eng.20121,Ignacio E. Grossmann,continuoustime|crude|scheduling|operations|refineries|inland|oil|models|comparative|study
37135,Davide Manca|Guido Buzzi Ferraris|Paul A. Webley|Richard S. Todd,Comput. Chem. Eng.20036,,https://doi.org/10.1016/S0098-1354(03)00003-6,Comput. Chem. Eng.,journals/cce/ToddFMW03,6,883-899,Improved ODE integrator and mass transfer approach for simulating a cyclic adsorption process.,27,2003,https://doi.org/10.1016/S0098-1354(03)00003-6,Comput. Chem. Eng.20036,Davide Manca,simulating|approach|integrator|ode|improved|process|cyclic|adsorption|mass|transfer
37136,Karolis Jankauskas|Lazaros G. Papageorgiou|Suzanne S. Farid,Comput. Chem. Eng.20191,,https://doi.org/10.1016/j.compchemeng.2018.09.019,Comput. Chem. Eng.,journals/cce/JankauskasPF19,1,212-223,Fast genetic algorithm approaches to solving discrete-time mixed integer linear programming problems of capacity planning and scheduling of biopharmaceutical manufacture.,121,2019,https://doi.org/10.1016/j.compchemeng.2018.09.019,Comput. Chem. Eng.20191,Karolis Jankauskas,genetic|approaches|scheduling|fast|problems|planning|discretetime|mixed|linear|manufacture|programming|capacity|solving|biopharmaceutical|integer|algorithm
37137,Mayuresh V. Kothare,Comput. Chem. Eng.200610-12,,https://doi.org/10.1016/j.compchemeng.2006.05.026,Comput. Chem. Eng.,journals/cce/Kothare06,10-12,1725-1734,Dynamics and control of integrated microchemical systems with application to micro-scale fuel processing.,30,2006,https://doi.org/10.1016/j.compchemeng.2006.05.026,Comput. Chem. Eng.200610-12,Mayuresh V. Kothare,control|application|microchemical|dynamics|microscale|systems|processing|fuel|integrated
37138,Balázs Csontos|István Heckl|László Halász,Comput. Chem. Eng.20231,,https://doi.org/10.1016/j.compchemeng.2022.108081,Comput. Chem. Eng.,journals/cce/CsontosHH23,1,108081,"Corrigendum to Improved event-driven simulation method for fuel transport in a mesh-like pipeline network 'Computers & Chemical Engineering, Volume 168, December 2022'.",169,2023,https://doi.org/10.1016/j.compchemeng.2022.108081,Comput. Chem. Eng.20231,Balázs Csontos,transport|method|engineering|corrigendum|volume|computers|simulation|2022|168|pipeline|meshlike|chemical|december|improved|network|eventdriven|fuel
37139,Alejandro G. Marchetti|Dominique Bonvin|Martand Singhal|Timm Faulwasser,Comput. Chem. Eng.20181,,https://doi.org/10.1016/j.compchemeng.2018.02.016,Comput. Chem. Eng.,journals/cce/SinghalMFB18,1,246-261,Active directional modifier adaptation for real-time optimization.,115,2018,https://doi.org/10.1016/j.compchemeng.2018.02.016,Comput. Chem. Eng.20181,Alejandro G. Marchetti,optimization|realtime|directional|adaptation|active|modifier
37140,Haiou Yuan|Xigang Yuan|Yiqing Luo,Comput. Chem. Eng.20221,,https://doi.org/10.1016/j.compchemeng.2022.107922,Comput. Chem. Eng.,journals/cce/YuanLY22,1,107922,Synthesis of heat-integrated distillation sequences with mechanical vapor recompression by stochastic optimization.,165,2022,https://doi.org/10.1016/j.compchemeng.2022.107922,Comput. Chem. Eng.20221,Haiou Yuan,distillation|optimization|mechanical|sequences|synthesis|heatintegrated|stochastic|vapor|recompression
37141,Manfred Nagl|Wolfgang Marquardt,Comput. Chem. Eng.20041,,https://doi.org/10.1016/j.compchemeng.2004.07.018|https://www.wikidata.org/entity/Q56945549,Comput. Chem. Eng.,journals/cce/MarquardtN04,1,65-82,Workflow and information centered support of design processes - the IMPROVE perspective.,29,2004,https://doi.org/10.1016/j.compchemeng.2004.07.018|https://www.wikidata.org/entity/Q56945549,Comput. Chem. Eng.20041,Manfred Nagl,information|support|centered|processes|perspective|design|improve|workflow
37142,François Maréchal|Léda Gerber|Samira Fazlollahi,Comput. Chem. Eng.20131,,https://doi.org/10.1016/j.compchemeng.2013.05.025,Comput. Chem. Eng.,journals/cce/GerberFM13,1,2-16,"A systematic methodology for the environomic design and synthesis of energy systems combining process integration, Life Cycle Assessment and industrial ecology.",59,2013,https://doi.org/10.1016/j.compchemeng.2013.05.025,Comput. Chem. Eng.20131,François Maréchal,systematic|life|assessment|synthesis|combining|methodology|integration|design|systems|process|energy|cycle|ecology|industrial|environomic
37143,Alma Masic|Dominique Bonvin|Julien Billeter|Kris Villez|Sriniketh Srinivasan,Comput. Chem. Eng.20171,,https://doi.org/10.1016/j.compchemeng.2016.12.017,Comput. Chem. Eng.,journals/cce/MasicSBBV17,1,96-105,Shape constrained splines as transparent black-box models for bioprocess modeling.,99,2017,https://doi.org/10.1016/j.compchemeng.2016.12.017,Comput. Chem. Eng.20171,Alma Masic,blackbox|shape|constrained|transparent|models|splines|modeling|bioprocess
37144,Ahmed Mhd Nabil AlNouss|Jamileh Fouladi|Tareq Al-Ansari,Comput. Chem. Eng.20211,,https://doi.org/10.1016/j.compchemeng.2021.107229,Comput. Chem. Eng.,journals/cce/FouladiAA21,1,107229,Sustainable energy-water-food nexus integration and optimisation in eco-industrial parks.,146,2021,https://doi.org/10.1016/j.compchemeng.2021.107229,Comput. Chem. Eng.20211,Ahmed Mhd Nabil AlNouss,ecoindustrial|nexus|parks|integration|energywaterfood|optimisation|sustainable
37145,Damon Petersen|David Grimsman|John D. Hedengren|Logan D. R. Beal|Sean Warnick,Comput. Chem. Eng.20181,,https://doi.org/10.1016/j.compchemeng.2018.04.010|https://www.wikidata.org/entity/Q56853319,Comput. Chem. Eng.,journals/cce/BealPGWH18,1,361-376,Integrated scheduling and control in discrete-time with dynamic parameters and constraints.,115,2018,https://doi.org/10.1016/j.compchemeng.2018.04.010|https://www.wikidata.org/entity/Q56853319,Comput. Chem. Eng.20181,Damon Petersen,control|scheduling|discretetime|dynamic|parameters|constraints|integrated
37146,Michael A. Henson,Comput. Chem. Eng.20053,,https://doi.org/10.1016/j.compchemeng.2004.08.018,Comput. Chem. Eng.,journals/cce/Henson05,3,645-661,Cell ensemble modeling of metabolic oscillations in continuous yeast cultures.,29,2005,https://doi.org/10.1016/j.compchemeng.2004.08.018,Comput. Chem. Eng.20053,Michael A. Henson,yeast|continuous|metabolic|cell|oscillations|cultures|ensemble|modeling
37147,Fengna Liu|JingQi Yuan|Weifeng Shi|Yan Zhang|YuanYuan Xu,Comput. Chem. Eng.20141,,https://doi.org/10.1016/j.compchemeng.2014.07.012,Comput. Chem. Eng.,journals/cce/XuZLSY14,1,119-127,CFD analysis on the catalyst layer breakage failure of an SCR-DeNO,69,2014,https://doi.org/10.1016/j.compchemeng.2014.07.012,Comput. Chem. Eng.20141,Fengna Liu,layer|catalyst|failure|cfd|breakage|scrdeno|analysis
37148,Jinhui Zhao|Ning Wang,Comput. Chem. Eng.20112,,https://doi.org/10.1016/j.compchemeng.2010.01.008,Comput. Chem. Eng.,journals/cce/ZhaoW11,2,272-283,A bio-inspired algorithm based on membrane computing and its application to gasoline blending scheduling.,35,2011,https://doi.org/10.1016/j.compchemeng.2010.01.008,Comput. Chem. Eng.20112,Jinhui Zhao,blending|application|scheduling|computing|based|gasoline|bioinspired|membrane|algorithm
37149,Antonio Flores-Tlacuahuac|Dante Mora-Mariano|Miguel Angel Gutiérrez-Limón,Comput. Chem. Eng.20201,,https://doi.org/10.1016/j.compchemeng.2019.106713,Comput. Chem. Eng.,journals/cce/Mora-MarianoGF20,1,106713,"A Lagrangean decomposition optimization approach for long-term planning, scheduling and control.",135,2020,https://doi.org/10.1016/j.compchemeng.2019.106713,Comput. Chem. Eng.20201,Antonio Flores-Tlacuahuac,longterm|decomposition|optimization|control|scheduling|lagrangean|planning|approach
37150,Ali Jafari|Alireza Keyhani|Khadijeh Faraji Mahyari|Mohammad Faraji Mahyari|Shahin Rafiee|Zahra Faraji Mahyari|Zeinab Khorasanizadeh,Comput. Chem. Eng.20221,,https://doi.org/10.1016/j.compchemeng.2021.107634,Comput. Chem. Eng.,journals/cce/MahyariRKJMKM22,1,107634,Optimal economic planning for the development of waste management system by a superstructural model.,157,2022,https://doi.org/10.1016/j.compchemeng.2021.107634,Comput. Chem. Eng.20221,Ali Jafari,optimal|waste|model|planning|superstructural|development|economic|system|management
37151,Gürkan Sin|Mohd Kamaruddin Abd Hamid|Rafiqul Gani,Comput. Chem. Eng.20105,,https://doi.org/10.1016/j.compchemeng.2010.01.016,Comput. Chem. Eng.,journals/cce/HamidSG10,5,683-699,Integration of process design and controller design for chemical processes using model-based methodology.,34,2010,https://doi.org/10.1016/j.compchemeng.2010.01.016,Comput. Chem. Eng.20105,Gürkan Sin,controller|using|chemical|processes|methodology|integration|design|process|modelbased
37152,M. Chidambaram|R. Padma Sree,Comput. Chem. Eng.20032,,https://doi.org/10.1016/S0098-1354(02)00178-3,Comput. Chem. Eng.,journals/cce/ChidambaramS03,2,211-215,A simple method of tuning PID controllers for integrator/dead-time processes.,27,2003,https://doi.org/10.1016/S0098-1354(02)00178-3,Comput. Chem. Eng.20032,M. Chidambaram,method|pid|integratordeadtime|processes|tuning|simple|controllers
37153,Jeevan Maddala|Job S. Kasule|Parham Mobed|Raghunathan Rengaswamy,Comput. Chem. Eng.20161,,https://doi.org/10.1016/j.compchemeng.2015.10.018,Comput. Chem. Eng.,journals/cce/KasuleMMR16,1,94-104,Very large scale droplet microfluidic integration (VLDMI) using genetic algorithm.,85,2016,https://doi.org/10.1016/j.compchemeng.2015.10.018,Comput. Chem. Eng.20161,Jeevan Maddala,genetic|vldmi|algorithm|using|integration|scale|droplet|large|microfluidic
37154,Alírio E. Rodrigues|Ana M. Ribeiro|Idelfonso B. R. Nogueira|José M. Loureiro,Comput. Chem. Eng.20171,,https://doi.org/10.1016/j.compchemeng.2017.01.026,Comput. Chem. Eng.,journals/cce/NogueiraRRL17,1,230-244,Dynamic response to process disturbances - A comparison between TMB/SMB models in transient regime.,99,2017,https://doi.org/10.1016/j.compchemeng.2017.01.026,Comput. Chem. Eng.20171,Alírio E. Rodrigues,comparison|disturbances|tmbsmb|transient|process|models|dynamic|regime|response
37155,Ignacio E. Grossmann|Pierre Pestiaux|Sylvain Mouret,Comput. Chem. Eng.20116,,https://doi.org/10.1016/j.compchemeng.2010.07.007,Comput. Chem. Eng.,journals/cce/MouretGP11,6,1038-1063,Time representations and mathematical models for process scheduling problems.,35,2011,https://doi.org/10.1016/j.compchemeng.2010.07.007,Comput. Chem. Eng.20116,Ignacio E. Grossmann,time|scheduling|problems|process|representations|models|mathematical
37156,Argyrios I. Lygeros|Klaus Schnitzlein|Stavros Papadokonstantakis|Stephan Machefer,Comput. Chem. Eng.20057,,https://doi.org/10.1016/j.compchemeng.2005.01.004,Comput. Chem. Eng.,journals/cce/PapadokonstantakisMSL05,7,1647-1659,Variable selection and data pre-processing in NN modelling of complex chemical processes.,29,2005,https://doi.org/10.1016/j.compchemeng.2005.01.004,Comput. Chem. Eng.20057,Argyrios I. Lygeros,complex|selection|modelling|preprocessing|variable|chemical|processes|data|nn
37157,Hiroya Seki|Hisashi Murata|Manabu Kano|Morimasa Ogawa|Shigeki Ootakara|Toshiaki Itoh|Yoshihiro Hashimoto,Comput. Chem. Eng.20108,,https://doi.org/10.1016/j.compchemeng.2009.11.022|https://www.wikidata.org/entity/Q59258535,Comput. Chem. Eng.,journals/cce/SekiOIOMHK10,8,1282-1295,Plantwide control system design of the benchmark vinyl acetate monomer production plant.,34,2010,https://doi.org/10.1016/j.compchemeng.2009.11.022|https://www.wikidata.org/entity/Q59258535,Comput. Chem. Eng.20108,Hiroya Seki,control|production|benchmark|design|acetate|plant|plantwide|monomer|system|vinyl
37158,Chrysanthos E. Gounaris|Nikolaos H. Lappas,Comput. Chem. Eng.20181,,https://doi.org/10.1016/j.compchemeng.2018.01.006,Comput. Chem. Eng.,journals/cce/LappasG18,1,252-266,Robust optimization for decision-making under endogenous uncertainty.,111,2018,https://doi.org/10.1016/j.compchemeng.2018.01.006,Comput. Chem. Eng.20181,Chrysanthos E. Gounaris,optimization|decisionmaking|uncertainty|robust|endogenous
37159,Rahul Bindlish,Comput. Chem. Eng.20151,,https://doi.org/10.1016/j.compchemeng.2014.11.001,Comput. Chem. Eng.,journals/cce/Bindlish15,1,43-48,Nonlinear model predictive control of an industrial polymerization process.,73,2015,https://doi.org/10.1016/j.compchemeng.2014.11.001,Comput. Chem. Eng.20151,Rahul Bindlish,control|nonlinear|predictive|model|process|polymerization|industrial
37160,H. Prashanth Reddy|S. Bairagi|S. Murty Bhallamudi|Shankar Narasimhan,Comput. Chem. Eng.20114,,https://doi.org/10.1016/j.compchemeng.2010.10.011,Comput. Chem. Eng.,journals/cce/ReddyNBB11a,4,662-670,Leak detection in gas pipeline networks using an efficient state estimator. Part II. Experimental and field evaluation.,35,2011,https://doi.org/10.1016/j.compchemeng.2010.10.011,Comput. Chem. Eng.20114,H. Prashanth Reddy,leak|using|pipeline|efficient|estimator|part|detection|networks|experimental|evaluation|field|state|gas|ii
37161,Alexander Mitsos|Moll Glass,Comput. Chem. Eng.20171,,https://doi.org/10.1016/j.compchemeng.2017.06.023,Comput. Chem. Eng.,journals/cce/GlassM17,1,407-420,Thermodynamic analysis of formulations to discriminate multiple roots of cubic equations of state in process models.,106,2017,https://doi.org/10.1016/j.compchemeng.2017.06.023,Comput. Chem. Eng.20171,Alexander Mitsos,formulations|equations|multiple|cubic|roots|thermodynamic|process|models|discriminate|state|analysis
37162,Hani Shahmoradi-Moghadam|Jörn Schönberger,Comput. Chem. Eng.20211,,https://doi.org/10.1016/j.compchemeng.2021.107501,Comput. Chem. Eng.,journals/cce/Shahmoradi-Moghadam21,1,107501,Coordinated allocation production routing problem for mobile supply chains with shared factories.,155,2021,https://doi.org/10.1016/j.compchemeng.2021.107501,Comput. Chem. Eng.20211,Hani Shahmoradi-Moghadam,routing|problem|coordinated|mobile|factories|chains|production|shared|supply|allocation
